id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
J93682,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,never,never,gt8,4~8,less1,1,1,0,0,1
J94730,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Married partner,1,Bachelors degree,Legal,$100000 or More,crossover,never,1~3,1~3,1~3,less1,1,1,0,0,1
J94848,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,,never,1~3,1~3,4~8,1~3,1,1,0,0,1
J95005,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,31,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,,4~8,gt8,gt8,1~3,less1,1,1,0,0,1
J95467,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,1,0,0,1
J95891,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,21,Single,0,High School Graduate,Student,$50000 - $62499,,never,1~3,gt8,4~8,never,1,1,0,0,1
J95998,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,,less1,gt8,4~8,gt8,1~3,1,1,0,1,0
J96056,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,1~3,gt8,less1,1,1,0,0,1
J97093,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,,less1,less1,4~8,1~3,less1,1,0,0,1,0
J98244,Home,Partner,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,1~3,4~8,less1,4~8,less1,1,0,0,1,0
J98284,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,never,never,1~3,never,never,1,0,0,0,1
J98486,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Associates degree,Student,$12500 - $24999,,1~3,less1,1~3,less1,1~3,1,0,0,0,1
J98831,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,below21,Single,0,High School Graduate,Unemployed,Less than $12500,,never,never,4~8,4~8,never,1,0,0,0,1
J99151,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,31,Single,1,Associates degree,Installation Maintenance & Repair,$37500 - $49999,,1~3,4~8,1~3,1~3,less1,1,0,0,0,1
J99176,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,gt8,less1,1~3,never,1,0,0,0,1
K00233,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
K00296,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1~3,1~3,4~8,4~8,less1,1,1,0,0,1
K01470,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,,never,never,less1,never,never,1,1,0,0,1
K01603,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,4~8,4~8,4~8,never,1,0,0,0,1
K02492,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,,never,1~3,4~8,less1,less1,1,0,0,0,1
K03065,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,36,Unmarried partner,1,Associates degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,0,0,0,1
K03293,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,,never,1~3,4~8,4~8,1~3,1,0,0,0,1
K03618,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,1,0,0,1
K03886,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,never,gt8,1~3,4~8,less1,1,1,0,0,1
K04268,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,,less1,less1,1~3,4~8,less1,1,0,0,1,0
K04694,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,,less1,,1~3,1~3,1~3,1,1,0,0,1
K04720,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,41,Unmarried partner,1,Some college - no degree,Unemployed,Less than $12500,,never,1~3,1~3,4~8,less1,1,0,0,0,1
K04884,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,1
K04885,Home,Partner,Rainy,55,10PM,Bar,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,0,1
K05247,Work,Alone,Sunny,55,7AM,Bar,1d,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$25000 - $37499,,never,less1,gt8,4~8,less1,1,1,1,0,1
K05894,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,,never,less1,gt8,gt8,never,1,1,0,0,1
K06821,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,,never,less1,4~8,1~3,less1,1,1,0,0,1
K06997,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,,4~8,less1,1~3,4~8,1~3,1,1,0,0,1
K07578,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,,1~3,never,less1,4~8,never,1,0,0,0,1
K08527,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,1~3,1~3,1~3,less1,1,1,0,0,1
K08667,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,0,1
K08734,No Urgent Place,Partner,Snowy,30,2PM,Coffee House,2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,,never,never,gt8,gt8,1~3,1,1,0,0,1
K08875,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,,never,less1,gt8,gt8,never,1,0,0,0,1
K10001,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,,less1,1~3,4~8,1~3,1~3,1,0,0,1,0
K10209,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,gt8,less1,gt8,4~8,never,1,0,0,0,1
K10781,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1
K11410,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,50plus,Married partner,1,Some college - no degree,Retired,$87500 - $99999,,never,never,1~3,1~3,less1,1,1,0,0,1
K11778,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,never,never,less1,1~3,never,1,0,0,0,1
K12127,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,1,0,1,0
K12393,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,,less1,less1,less1,1~3,1~3,1,0,0,1,0
K12565,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,,less1,less1,1~3,1~3,1~3,1,0,0,0,1
K12611,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,,less1,gt8,gt8,gt8,less1,1,0,0,0,1
K12815,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,,never,,1~3,1~3,less1,1,0,0,0,1
K12916,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,0,0,0,1
K13108,Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Male,31,Married partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,1~3,1~3,gt8,4~8,1~3,1,1,1,0,1
K13548,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1
K14521,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,1,Some High School,Unemployed,Less than $12500,,1~3,gt8,4~8,4~8,4~8,1,0,0,0,1
K14697,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,1,0,0,1
K15648,Home,Alone,Rainy,55,10PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,less1,1~3,less1,1,0,0,1,0
K16274,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1~3,1~3,1~3,1~3,less1,1,0,0,0,1
K16525,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Unemployed,$12500 - $24999,,1~3,less1,4~8,1~3,less1,1,1,0,1,0
K16719,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,0,1
K17560,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,,1~3,less1,less1,less1,less1,1,0,0,0,1
K17598,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,1,0,1,0
K17753,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Married partner,0,Bachelors degree,Office & Administrative Support,$62500 - $74999,,4~8,1~3,4~8,gt8,less1,1,1,1,0,1
K17889,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,gt8,4~8,4~8,1~3,1,0,0,1,0
K20074,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1
K20144,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,,never,less1,1~3,1~3,1~3,1,0,0,0,1
K20645,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,1,0,0,1
K21807,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
K21822,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,,never,gt8,1~3,less1,less1,1,1,1,0,1
K22019,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,1,1,0,1
K22081,Home,Partner,Sunny,80,6PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,0,0,1,0
K22289,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,,less1,less1,1~3,less1,less1,1,0,0,0,1
K22357,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,,1~3,4~8,1~3,4~8,4~8,1,0,0,0,1
K23101,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,0,1
K23222,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,,less1,gt8,gt8,gt8,less1,1,1,0,0,1
K23286,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,,never,never,less1,1~3,never,1,1,0,0,1
K23986,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,,1~3,less1,4~8,1~3,less1,1,1,0,0,1
K24665,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,,less1,less1,1~3,less1,never,1,0,0,0,1
K24736,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,0,Bachelors degree,Unemployed,$100000 or More,,less1,never,1~3,less1,less1,1,0,0,0,1
K25066,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,0,0,0,1
K25322,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,,never,never,less1,never,never,1,0,0,1,0
K26024,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,,less1,less1,1~3,1~3,1~3,1,0,0,0,1
K26442,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,,less1,less1,1~3,less1,less1,1,0,0,1,0
K26829,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,,never,less1,1~3,1~3,never,1,1,0,0,1
K26862,Home,Alone,Sunny,80,6PM,Bar,2h,Male,41,Married partner,1,Associates degree,Farming Fishing & Forestry,$25000 - $37499,,never,never,never,1~3,never,1,0,0,1,0
K26950,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
K27741,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,0,1
K28508,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,,gt8,never,1~3,less1,less1,1,1,0,0,1
K29064,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,50plus,Single,1,Bachelors degree,Office & Administrative Support,$37500 - $49999,,less1,4~8,1~3,1~3,1~3,1,1,0,0,1
K29231,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,never,less1,1~3,never,1,1,1,0,1
K30074,Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
K30254,Home,Alone,Sunny,55,6PM,Bar,2h,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,1,0
X30803,Work,Alone,Rainy,55,7AM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,1,0,1
K30803,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,46,Single,0,Bachelors degree,Management,$100000 or More,,never,less1,4~8,1~3,never,1,1,0,0,1
K31325,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,1~3,4~8,1~3,never,1,1,1,0,1
K31384,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,1,0,0,1
K31874,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,,less1,1~3,1~3,4~8,1~3,1,1,0,0,1
K31913,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,,never,never,1~3,1~3,1~3,1,0,0,1,0
K32594,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Single,0,Associates degree,Management,$37500 - $49999,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1
K32892,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,,gt8,gt8,1~3,less1,never,1,1,0,1,0
K32924,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1
K34592,Work,Alone,Sunny,80,7AM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,0,0,1,0
K34604,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,4~8,1~3,gt8,gt8,1,0,0,0,1
K35053,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,,1~3,less1,4~8,1~3,less1,1,0,0,0,1
K35146,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,,never,never,1~3,1~3,never,1,0,0,1,0
K35194,Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,gt8,4~8,4~8,1~3,1,1,1,0,1
K35833,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,less1,less1,less1,less1,1,0,0,1,0
K36098,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,,never,never,1~3,less1,never,1,1,0,0,1
K36929,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
K37125,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,,4~8,1~3,1~3,1~3,less1,1,0,0,1,0
K38016,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$25000 - $37499,,never,less1,gt8,4~8,less1,1,1,0,0,1
K38692,Work,Alone,Sunny,55,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,,never,1~3,1~3,never,1~3,1,1,1,0,1
K39323,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Some college - no degree,Management,$37500 - $49999,,less1,less1,less1,1~3,less1,1,1,0,0,1
K39703,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,1,0,0,1
K40254,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,36,Single,0,Some college - no degree,Computer & Mathematical,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
K40797,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,never,gt8,1~3,4~8,less1,1,1,1,0,1
K41689,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,,never,,1~3,1~3,less1,1,0,0,0,1
K42376,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0
K43167,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$100000 or More,,4~8,,1~3,1~3,less1,1,1,0,0,1
K43682,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,,1~3,1~3,4~8,4~8,4~8,1,0,0,1,0
K43924,Work,Alone,Sunny,55,7AM,Bar,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,,less1,4~8,gt8,gt8,1~3,1,1,1,0,1
K44313,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,,less1,1~3,4~8,gt8,less1,1,1,0,0,1
K44777,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,,less1,never,1~3,less1,never,1,0,0,0,1
K44783,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,less1,1~3,4~8,1~3,never,1,1,0,0,1
